OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,capacity,lat,lon,name,short_name,station_id,DDLat,DDLon,ORIG_OID,OBJECTID_1,Shape_Leng,zone,LocationID,borough,taxi_R_OBJECTID,taxi_R_tz,taxi_R_total,taxi_R_male,taxi_R_age_under_29,taxi_R_age_30_54,taxi_R_age_55_over,taxi_R_white,taxi_R_black,taxi_R_asian,taxi_R_others,taxi_R_two_or_more,taxi_R_less_high_school,taxi_R_high_school,taxi_R_college,taxi_R_bachelor,taxi_W_OBJECTID,taxi_W_tz,taxi_W_total,taxi_W_male,taxi_W_age_under_29,taxi_W_age_30_54,taxi_W_age_55_over,taxi_W_white,taxi_W_black,taxi_W_asian,taxi_W_others,taxi_W_two_or_more,taxi_W_less_high_school,taxi_W_high_school,taxi_W_college,taxi_W_bachelor,nyu_2451_34513_statefp,nyu_2451_34513_countyfp,nyu_2451_34513_tractce,nyu_2451_34513_geoid,nyu_2451_34513_name,nyu_2451_34513_namelsad,nyu_2451_34513_mtfcc,nyu_2451_34513_funcstat,nyu_2451_34513_aland,nyu_2451_34513_awater,nyu_2451_34513_intptlat,nyu_2451_34513_intptlon,nyu_2451_34513_ct,census_csv_CensusTract,census_csv_County,census_csv_Borough,census_csv_Income,census_csv_IncomePerCap,census_csv_Drive,census_csv_Carpool,census_csv_Transit,census_csv_Walk,census_csv_OtherTransp,census_csv_WorkAtHome,census_csv_MeanCommute,census_csv_Employed,census_csv_PrivateWork,census_csv_PublicWork,census_csv_SelfEmployed,census_csv_FamilyWork,census_csv_Unemployment
118,1,118,1,118,28,40.715595090000001,-73.987029500000006,Clinton St & Grand St,5303.060000000000400,350,40.71560335N,073.98703094W,118,232,0.061470908533100,Two Bridges/Seward Park,232,Manhattan,230,232,18223,0.483893980134994,0.232563244251770,0.557756681117269,0.209680074630961,0.586346924216649,0.145255995170938,0.238544696262964,0.009932502880975,0.019919881468474,0.129122537452670,0.153706853975745,0.206442407946002,0.278164956373813,226,232,8306,0.412593306043824,0.213821333975439,0.534432940043342,0.251745725981218,0.578136287021430,0.242836503732242,0.148808090536961,0.010955935468336,0.019263183241031,0.137731760173369,0.173970623645557,0.242114134360703,0.232362147844931,36,061,001401,36061001401,14.01,Census Tract 14.01,G5020,S,93510,0,+40.7151603,-073.9873314,36061001401.000000000000000,36061001401.000000000000000,New York,Manhattan,76250,64817,4.100000000000000,1.500000000000000,60.100000000000001,15.699999999999999,10.400000000000000,8.199999999999999,29.000000000000000,0.549603803000000,77.599999999999994,11.300000000000001,10.100000000000000,1.000000000000000,1.800000000000000
119,1,119,1,119,39,40.705309540000002,-74.006125720000000,Front St & Maiden Ln,5024.079999999999927,351,40.70531779N,074.00612717W,119,87,0.036901549611700,Financial District North,87,Manhattan,86,87,10121,0.505187234462998,0.376642624246616,0.521687580278629,0.101669795474755,0.751309159173995,0.064025293943286,0.160952475051872,0.005928267957712,0.017784803873135,0.045845272206304,0.096531963244739,0.146823436419326,0.334156703883015,84,87,81845,0.498515486590506,0.195515914228114,0.593597654102267,0.210886431669619,0.662984910501558,0.193573217667542,0.118492271977518,0.007526421895046,0.017423177958336,0.079332885332030,0.132445476205022,0.204667359032317,0.388038365202517,36,061,000700,36061000700,7,Census Tract 7,G5020,S,253931,195407,+40.7038139,-074.0050607,36061000700.000000000000000,36061000700.000000000000000,New York,Manhattan,117841,89303,2.500000000000000,0.000000000000000,62.299999999999997,27.800000000000001,0.500000000000000,6.900000000000000,24.899999999999999,0.734932909000000,91.599999999999994,5.900000000000000,2.500000000000000,0.000000000000000,4.400000000000000
120,1,120,1,120,27,40.685395669999998,-73.974314579999998,S Portland Ave & Hanson Pl,4354.050000000000182,353,40.68540392N,073.97431602W,120,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,003500,36047003500,35,Census Tract 35,G5020,S,133027,0,+40.6853252,-073.9761803,36047003500.000000000000000,36047003500.000000000000000,Kings,Brooklyn,61525,49467,10.000000000000000,2.800000000000000,69.299999999999997,9.300000000000001,2.200000000000000,6.500000000000000,36.600000000000001,0.552258065000000,73.799999999999997,17.100000000000001,9.100000000000000,0.000000000000000,10.300000000000001
121,1,121,1,121,23,40.693631369999999,-73.962235579999998,Emerson Pl & Myrtle Ave,4683.020000000000437,354,40.69363962N,073.96223701W,121,49,0.075290018342700,Clinton Hill,49,Brooklyn,48,49,18607,0.470844305906379,0.231525769871554,0.622722631267802,0.145751598860644,0.585639812973612,0.312946740474015,0.073198258719837,0.006986617939485,0.021228569893051,0.094856774332241,0.160101037244048,0.222873112269576,0.290643306282582,47,49,9436,0.491627808393387,0.252225519287834,0.544828317083510,0.202946163628656,0.658223823654091,0.230500211954218,0.085099618482408,0.007206443408224,0.018969902501060,0.102055955913523,0.165112335735481,0.220432386604493,0.260173802458669,36,047,019300,36047019300,193,Census Tract 193,G5020,S,269727,0,+40.6912795,-073.9626407,36047019300.000000000000000,36047019300.000000000000000,Kings,Brooklyn,54369,27736,14.199999999999999,2.400000000000000,58.700000000000003,13.800000000000001,6.900000000000000,3.900000000000000,33.600000000000001,0.380142336000000,71.200000000000003,25.300000000000001,3.500000000000000,0.000000000000000,13.000000000000000
122,1,122,1,122,43,40.716021179999998,-73.999743719999998,Bayard St & Baxter St,5351.029999999999745,355,40.71602944N,073.99974517W,122,45,0.045906862623500,Chinatown,45,Manhattan,44,45,8186,0.491815294405082,0.222575128267774,0.570364036159296,0.207060835572929,0.376007818226240,0.116051795748839,0.482775470315172,0.007818226239922,0.017346689469827,0.136330320058637,0.156975323723430,0.197898851698021,0.286220376252138,43,45,12402,0.480325753910660,0.148443799387196,0.596516690856314,0.255039509756491,0.398242218996936,0.133930011288502,0.448556684405741,0.003547814868570,0.015723270440252,0.138122883405902,0.161183680051605,0.215045960328979,0.337203676826318,36,061,002900,36061002900,29,Census Tract 29,G5020,S,278558,0,+40.7141198,-074.0005910,36061002900.000000000000000,36061002900.000000000000000,New York,Manhattan,30629,26578,2.800000000000000,4.000000000000000,45.500000000000000,43.600000000000001,2.100000000000000,2.100000000000000,29.399999999999999,0.337190083000000,90.099999999999994,3.800000000000000,6.100000000000000,0.000000000000000,3.300000000000000
123,1,123,1,123,23,40.716226440000000,-73.982612059999994,Bialystoker Pl & Delancey St,5335.029999999999745,356,40.71623470N,073.98261350W,123,232,0.061470908533100,Two Bridges/Seward Park,232,Manhattan,230,232,18223,0.483893980134994,0.232563244251770,0.557756681117269,0.209680074630961,0.586346924216649,0.145255995170938,0.238544696262964,0.009932502880975,0.019919881468474,0.129122537452670,0.153706853975745,0.206442407946002,0.278164956373813,226,232,8306,0.412593306043824,0.213821333975439,0.534432940043342,0.251745725981218,0.578136287021430,0.242836503732242,0.148808090536961,0.010955935468336,0.019263183241031,0.137731760173369,0.173970623645557,0.242114134360703,0.232362147844931,36,061,001200,36061001200,12,Census Tract 12,G5020,S,120593,0,+40.7159066,-073.9820940,36061001200.000000000000000,36061001200.000000000000000,New York,Manhattan,41705,38772,6.100000000000000,1.800000000000000,54.600000000000001,26.699999999999999,8.199999999999999,2.600000000000000,30.699999999999999,0.455126498000000,75.500000000000000,14.600000000000000,9.800000000000001,0.000000000000000,5.500000000000000
124,1,124,1,124,27,40.732617869999999,-73.991580429999999,E 11 St & Broadway,5829.119999999999891,357,40.73262613N,073.99158188W,124,113,0.032745350566000,Greenwich Village North,113,Manhattan,111,113,9631,0.526736579794414,0.199771570968747,0.580728896272453,0.219499532758800,0.832727650295919,0.051085037898453,0.093240577302461,0.006126051292701,0.016820683210466,0.063337140483854,0.133734814660991,0.204236320215969,0.398920153670439,108,113,23621,0.506667795605605,0.343465560306507,0.504466364675501,0.152068075017992,0.718047500105838,0.149824308877694,0.105160662122687,0.006773633631091,0.020193895262690,0.086617840057576,0.137208416239787,0.179755302485077,0.252952880911054,36,061,006100,36061006100,61,Census Tract 61,G5020,S,142317,0,+40.7337082,-073.9923241,36061006100.000000000000000,36061006100.000000000000000,New York,Manhattan,108973,84699,5.100000000000000,6.700000000000000,48.200000000000003,20.100000000000001,7.600000000000000,12.400000000000000,23.399999999999999,0.548290938000000,86.000000000000000,5.900000000000000,7.400000000000000,0.700000000000000,4.000000000000000
125,1,125,1,125,36,40.732915530000000,-74.007113840000002,Christopher St & Greenwich St,5847.010000000000218,358,40.73292379N,074.00711529W,125,158,0.054809990551500,Meatpacking/West Village West,158,Manhattan,156,158,5867,0.545594000340890,0.195329810806204,0.588546105334924,0.216124083858872,0.834498039884098,0.063916822907789,0.074995738878473,0.005113345832623,0.021476052497017,0.066814385546276,0.136867223453213,0.201977160388614,0.399011419805693,152,158,14832,0.532699568500539,0.278519417475728,0.557578209277238,0.163902373247033,0.711906688241640,0.161677454153182,0.101604638619202,0.006270226537217,0.018540992448759,0.096615426105717,0.153923948220065,0.197613268608414,0.273327939590076,36,061,006900,36061006900,69,Census Tract 69,G5020,S,224989,269970,+40.7294317,-074.0124667,36061006900.000000000000000,36061006900.000000000000000,New York,Manhattan,183750,139299,8.199999999999999,0.000000000000000,44.899999999999999,16.100000000000001,15.900000000000000,14.900000000000000,26.399999999999999,0.595622120000000,85.099999999999994,6.300000000000000,8.600000000000000,0.000000000000000,3.400000000000000
126,1,126,1,126,53,40.755102669999999,-73.974986959999995,E 47 St & Park Ave,6584.119999999999891,359,40.75511094N,073.97498840W,126,162,0.035269814621900,Midtown East,162,Manhattan,160,162,3755,0.533155792276964,0.287616511318242,0.533954727030626,0.178428761651132,0.751264980026631,0.073501997336884,0.147003994673768,0.008255659121172,0.019973368841545,0.063115845539281,0.120106524633822,0.173635153129161,0.355525965379494,156,162,114485,0.548840459448836,0.216115648338210,0.608079661090973,0.175804690570817,0.709009913962528,0.138236450189981,0.128750491330742,0.007153775603791,0.016849368912958,0.065676726208674,0.115892911735162,0.184696685155261,0.417618028562694,36,061,009200,36061009200,92,Census Tract 92,G5020,S,197023,0,+40.7536476,-073.9747422,36061009200.000000000000000,36061009200.000000000000000,New York,Manhattan,122379,111765,2.400000000000000,0.000000000000000,37.200000000000003,51.600000000000001,1.400000000000000,7.400000000000000,25.500000000000000,0.823529412000000,87.000000000000000,4.700000000000000,8.300000000000001,0.000000000000000,1.700000000000000
127,1,127,1,127,39,40.707179359999998,-74.008873080000001,William St & Pine St,5065.119999999999891,360,40.70718762N,074.00887453W,127,87,0.036901549611700,Financial District North,87,Manhattan,86,87,10121,0.505187234462998,0.376642624246616,0.521687580278629,0.101669795474755,0.751309159173995,0.064025293943286,0.160952475051872,0.005928267957712,0.017784803873135,0.045845272206304,0.096531963244739,0.146823436419326,0.334156703883015,84,87,81845,0.498515486590506,0.195515914228114,0.593597654102267,0.210886431669619,0.662984910501558,0.193573217667542,0.118492271977518,0.007526421895046,0.017423177958336,0.079332885332030,0.132445476205022,0.204667359032317,0.388038365202517,36,061,000700,36061000700,7,Census Tract 7,G5020,S,253931,195407,+40.7038139,-074.0050607,36061000700.000000000000000,36061000700.000000000000000,New York,Manhattan,117841,89303,2.500000000000000,0.000000000000000,62.299999999999997,27.800000000000001,0.500000000000000,6.900000000000000,24.899999999999999,0.734932909000000,91.599999999999994,5.900000000000000,2.500000000000000,0.000000000000000,4.400000000000000
128,1,128,1,128,43,40.716058660000002,-73.991907589999997,Allen St & Hester St,5342.100000000000364,361,40.71606692N,073.99190903W,128,148,0.039130501563300,Lower East Side,148,Manhattan,146,148,11205,0.504596162427488,0.302008032128514,0.538152610441767,0.159839357429719,0.579830432842481,0.071396697902722,0.325033467202142,0.007139669790272,0.016599732262383,0.106916555109326,0.129852744310576,0.172066041945560,0.289156626506024,142,148,12461,0.537677553968381,0.286975363132975,0.535029291389134,0.177995345477891,0.593371318513763,0.120455822165155,0.259690233528609,0.007222534307038,0.019260091485435,0.132814380868309,0.175427333279833,0.201267956022791,0.203514966696092,36,061,001600,36061001600,16,Census Tract 16,G5020,S,208268,0,+40.7159480,-073.9932822,36061001600.000000000000000,36061001600.000000000000000,New York,Manhattan,31452,28519,4.800000000000000,3.900000000000000,52.899999999999999,29.300000000000001,4.600000000000000,4.500000000000000,29.399999999999999,0.505033113000000,82.500000000000000,8.100000000000000,9.400000000000000,0.000000000000000,4.700000000000000
129,1,129,1,129,57,40.751726320000003,-73.987535230000006,Broadway & W 37 St,6441.020000000000437,362,40.75173458N,073.98753667W,129,100,0.024813109034200,Garment District,100,Manhattan,99,100,1064,0.567669172932331,0.178571428571429,0.577067669172932,0.244360902255639,0.636278195488722,0.113721804511278,0.205827067669173,0.013157894736842,0.031015037593985,0.109022556390977,0.169172932330827,0.228383458646617,0.314849624060150,97,100,119674,0.488861406821866,0.250806357270585,0.551297692063439,0.197895950665976,0.674206594581948,0.168842020823236,0.130546317495864,0.008297541654829,0.018107525444123,0.094364690743186,0.144885271654662,0.202324648628775,0.307619031702793,36,061,010900,36061010900,109,Census Tract 109,G5020,S,175741,0,+40.7522505,-073.9897028,36061010900.000000000000000,36061010900.000000000000000,New York,Manhattan,135750,84762,0.000000000000000,0.000000000000000,48.399999999999999,29.500000000000000,16.399999999999999,5.700000000000000,24.100000000000001,0.725806452000000,84.400000000000006,3.000000000000000,12.600000000000000,0.000000000000000,4.300000000000000
130,1,130,1,130,49,40.708346980000002,-74.017134450000000,West Thames St,5114.060000000000400,363,40.70835524N,074.01713590W,130,13,0.050281322863100,Battery Park City,13,Manhattan,12,13,7401,0.531955141197135,0.162815835697879,0.674638562356438,0.162545601945683,0.759086609917579,0.056613971084989,0.159302796919335,0.005945142548304,0.019051479529793,0.059046074854749,0.122415889744629,0.203756249155520,0.451965950547223,11,13,21540,0.604828226555246,0.217177344475395,0.652135561745590,0.130687093779016,0.715831012070566,0.102367688022284,0.156035283194058,0.007845868152275,0.017920148560817,0.053992571959146,0.093361188486537,0.156778087279480,0.478690807799443,36,061,031704,36061031704,317.04,Census Tract 317.04,G5020,S,257640,438489,+40.7087093,-074.0189730,36061031704.000000000000000,36061031704.000000000000000,New York,Manhattan,152692,105958,8.100000000000000,1.700000000000000,60.299999999999997,22.699999999999999,2.200000000000000,5.000000000000000,33.500000000000000,0.666327864000000,87.799999999999997,8.000000000000000,4.100000000000000,0.000000000000000,3.900000000000000
131,1,131,1,131,27,40.689004429999997,-73.960238540000006,Lafayette Ave & Classon Ave,4452.010000000000218,364,40.68901268N,073.96023997W,131,49,0.075290018342700,Clinton Hill,49,Brooklyn,48,49,18607,0.470844305906379,0.231525769871554,0.622722631267802,0.145751598860644,0.585639812973612,0.312946740474015,0.073198258719837,0.006986617939485,0.021228569893051,0.094856774332241,0.160101037244048,0.222873112269576,0.290643306282582,47,49,9436,0.491627808393387,0.252225519287834,0.544828317083510,0.202946163628656,0.658223823654091,0.230500211954218,0.085099618482408,0.007206443408224,0.018969902501060,0.102055955913523,0.165112335735481,0.220432386604493,0.260173802458669,36,047,019300,36047019300,193,Census Tract 193,G5020,S,269727,0,+40.6912795,-073.9626407,36047019300.000000000000000,36047019300.000000000000000,Kings,Brooklyn,54369,27736,14.199999999999999,2.400000000000000,58.700000000000003,13.800000000000001,6.900000000000000,3.900000000000000,33.600000000000001,0.380142336000000,71.200000000000003,25.300000000000001,3.500000000000000,0.000000000000000,13.000000000000000
132,1,132,1,132,31,40.682231659999999,-73.961458300000004,Fulton St & Grand Ave,4263.100000000000364,365,40.68223991N,073.96145973W,132,49,0.075290018342700,Clinton Hill,49,Brooklyn,48,49,18607,0.470844305906379,0.231525769871554,0.622722631267802,0.145751598860644,0.585639812973612,0.312946740474015,0.073198258719837,0.006986617939485,0.021228569893051,0.094856774332241,0.160101037244048,0.222873112269576,0.290643306282582,47,49,9436,0.491627808393387,0.252225519287834,0.544828317083510,0.202946163628656,0.658223823654091,0.230500211954218,0.085099618482408,0.007206443408224,0.018969902501060,0.102055955913523,0.165112335735481,0.220432386604493,0.260173802458669,36,047,022700,36047022700,227,Census Tract 227,G5020,S,240759,0,+40.6815079,-073.9572525,36047022700.000000000000000,36047022700.000000000000000,Kings,Brooklyn,53363,31944,8.300000000000001,1.700000000000000,72.299999999999997,2.700000000000000,3.900000000000000,11.199999999999999,38.100000000000001,0.536107383000000,68.799999999999997,18.699999999999999,12.500000000000000,0.000000000000000,12.300000000000001
133,1,133,1,133,33,40.693261000000000,-73.968896000000001,Clinton Ave & Myrtle Ave,4651.020000000000437,366,40.69326925N,073.96889744W,133,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,018700,36047018700,187,Census Tract 187,G5020,S,85762,0,+40.6946578,-073.9706404,36047018700.000000000000000,36047018700.000000000000000,Kings,Brooklyn,89375,48834,8.300000000000001,5.200000000000000,63.200000000000003,5.900000000000000,8.000000000000000,9.400000000000000,37.700000000000003,0.559430605000000,79.500000000000000,13.500000000000000,7.000000000000000,0.000000000000000,7.500000000000000
134,1,134,1,134,39,40.730385990000002,-74.002149880000005,Carmine St & 6 Ave,5763.029999999999745,368,40.73039425N,074.00215133W,134,249,0.036384343650000,West Village,249,Manhattan,247,249,13260,0.516892911010558,0.269532428355958,0.545927601809955,0.184539969834087,0.848717948717949,0.049396681749623,0.079939668174962,0.005806938159879,0.016138763197587,0.060256410256410,0.122549019607843,0.182277526395173,0.365384615384615,243,249,21932,0.538391391573956,0.262857924493890,0.551614079883276,0.185527995622834,0.698340324639796,0.191045048331206,0.084488418748860,0.007888017508663,0.018238190771475,0.106146270289987,0.166560277220500,0.205362028086814,0.259073499908809,36,061,006700,36061006700,67,Census Tract 67,G5020,S,168478,0,+40.7304513,-074.0041205,36061006700.000000000000000,36061006700.000000000000000,New York,Manhattan,88492,101718,4.200000000000000,0.700000000000000,51.100000000000001,25.199999999999999,8.699999999999999,10.100000000000000,23.399999999999999,0.737577330000000,88.799999999999997,2.900000000000000,8.300000000000001,0.000000000000000,5.700000000000000
135,1,135,1,135,35,40.732241190000003,-74.000263939999996,Washington Pl & 6 Ave,5838.090000000000146,369,40.73224945N,074.00026539W,135,114,0.031727034771100,Greenwich Village South,114,Manhattan,112,114,6419,0.534195357532326,0.254556784545879,0.549306745599003,0.196136469855118,0.811808692942826,0.058108739679078,0.104844991431687,0.006854650257049,0.018382925689360,0.059978189749182,0.120267954510048,0.189126032092226,0.376071039102664,109,114,25754,0.503727576298827,0.319989127902462,0.507493981517434,0.172516890580104,0.739729750718335,0.124873806010717,0.106663042634154,0.007532810437214,0.021200590199581,0.072998369185369,0.123864254096451,0.176438611477829,0.306709637337889,36,061,006500,36061006500,65,Census Tract 65,G5020,S,201134,0,+40.7299685,-073.9995774,36061006500.000000000000000,36061006500.000000000000000,New York,Manhattan,97718,68694,0.900000000000000,0.700000000000000,59.600000000000001,27.399999999999999,5.300000000000000,6.100000000000000,22.699999999999999,0.601372925000000,86.200000000000003,3.800000000000000,10.000000000000000,0.000000000000000,3.400000000000000
136,1,136,1,136,27,40.694546087246025,-73.958013653755188,Franklin Ave & Myrtle Ave,4715.010000000000218,372,40.69455434N,073.95801509W,136,17,0.093522632948000,Bedford,17,Brooklyn,16,17,30591,0.482658298192279,0.296819325945540,0.561864600699552,0.141316073354908,0.547187081167664,0.377071687751299,0.047301493903436,0.008989572096368,0.019450165081233,0.116177960838155,0.163577522800824,0.214474845542807,0.208950344872675,15,17,14566,0.448166964163120,0.239873678429219,0.567691885212138,0.192434436358643,0.612522312233969,0.307016339420568,0.058629685569134,0.008032404229027,0.013799258547302,0.135521076479473,0.191747906082658,0.219415076204861,0.213442262803790,36,047,123700,36047123700,1237,Census Tract 1237,G5020,S,321360,0,+40.6967384,-073.9567404,36047123700.000000000000000,36047123700.000000000000000,Kings,Brooklyn,30035,8237,13.199999999999999,4.400000000000000,33.100000000000001,38.299999999999997,7.800000000000000,3.200000000000000,28.100000000000001,0.289788408000000,93.900000000000006,2.900000000000000,3.300000000000000,0.000000000000000,4.700000000000000
137,1,137,1,137,19,40.693317159999999,-73.953819949999996,Willoughby Ave & Walworth St,4634.020000000000437,373,40.69332541N,073.95382138W,137,17,0.093522632948000,Bedford,17,Brooklyn,16,17,30591,0.482658298192279,0.296819325945540,0.561864600699552,0.141316073354908,0.547187081167664,0.377071687751299,0.047301493903436,0.008989572096368,0.019450165081233,0.116177960838155,0.163577522800824,0.214474845542807,0.208950344872675,15,17,14566,0.448166964163120,0.239873678429219,0.567691885212138,0.192434436358643,0.612522312233969,0.307016339420568,0.058629685569134,0.008032404229027,0.013799258547302,0.135521076479473,0.191747906082658,0.219415076204861,0.213442262803790,36,047,024100,36047024100,241,Census Tract 241,G5020,S,180215,0,+40.6922221,-073.9538035,36047024100.000000000000000,36047024100.000000000000000,Kings,Brooklyn,60815,29216,13.000000000000000,1.800000000000000,52.700000000000003,13.400000000000000,11.400000000000000,7.700000000000000,35.899999999999999,0.485052632000000,81.200000000000003,10.000000000000000,8.900000000000000,0.000000000000000,5.800000000000000
138,1,138,1,138,43,40.708621440000002,-74.007221560000005,John St & William St,5065.039999999999964,376,40.70862970N,074.00722301W,138,87,0.036901549611700,Financial District North,87,Manhattan,86,87,10121,0.505187234462998,0.376642624246616,0.521687580278629,0.101669795474755,0.751309159173995,0.064025293943286,0.160952475051872,0.005928267957712,0.017784803873135,0.045845272206304,0.096531963244739,0.146823436419326,0.334156703883015,84,87,81845,0.498515486590506,0.195515914228114,0.593597654102267,0.210886431669619,0.662984910501558,0.193573217667542,0.118492271977518,0.007526421895046,0.017423177958336,0.079332885332030,0.132445476205022,0.204667359032317,0.388038365202517,36,061,001502,36061001502,15.02,Census Tract 15.02,G5020,S,229548,152457,+40.7049434,-074.0025841,36061001502.000000000000000,36061001502.000000000000000,New York,Manhattan,133209,77456,2.900000000000000,0.000000000000000,60.799999999999997,28.000000000000000,2.500000000000000,5.800000000000000,23.699999999999999,0.708999729000000,91.000000000000000,5.200000000000000,3.800000000000000,0.000000000000000,3.500000000000000
139,1,139,1,139,45,40.722437970000001,-74.005664429999996,6 Ave & Canal St,5500.069999999999709,377,40.72244623N,074.00566588W,139,125,0.049732212175700,Hudson Sq,125,Manhattan,123,125,1572,0.523536895674300,0.212468193384224,0.590330788804071,0.197201017811705,0.799618320610687,0.069974554707379,0.106870229007634,0.006361323155216,0.017175572519084,0.066157760814249,0.125954198473282,0.202290076335878,0.393129770992366,119,125,30834,0.527307517675293,0.259324122721671,0.590484530064215,0.150191347214114,0.733346306025816,0.151812933774405,0.089900758902510,0.005902575079458,0.019037426217812,0.071706557696050,0.137088927806966,0.197217357462541,0.334663034312772,36,061,003700,36061003700,37,Census Tract 37,G5020,S,409861,295543,+40.7260999,-074.0117336,36061003700.000000000000000,36061003700.000000000000000,New York,Manhattan,129904,117725,3.700000000000000,2.700000000000000,56.200000000000003,19.600000000000001,10.600000000000000,7.200000000000000,24.500000000000000,0.614403601000000,90.599999999999994,1.600000000000000,7.800000000000000,0.000000000000000,3.400000000000000
140,1,140,1,140,42,40.749155999999999,-73.991600000000005,W 31 St & 7 Ave,6331.010000000000218,379,40.74916426N,073.99160145W,140,186,0.024696390223400,Penn Station/Madison Sq West,186,Manhattan,184,186,2485,0.554124748490946,0.218511066398390,0.581488933601610,0.200000000000000,0.731187122736419,0.093360160965795,0.143259557344064,0.011267605633803,0.020925553319920,0.072434607645875,0.134808853118712,0.194768611670020,0.379476861167002,180,186,66990,0.528063890132856,0.230437378713241,0.569114793252724,0.200447828034035,0.673533363188536,0.198178832661591,0.100716524854456,0.008956560680699,0.018614718614719,0.101104642483953,0.147753396029258,0.212031646514405,0.308672936259143,36,061,010100,36061010100,101,Census Tract 101,G5020,S,175518,0,+40.7497314,-073.9915412,36061010100.000000000000000,36061010100.000000000000000,New York,Manhattan,159821,118772,4.200000000000000,1.100000000000000,41.100000000000001,38.299999999999997,7.400000000000000,7.900000000000000,23.600000000000001,0.740270056000000,90.700000000000003,3.600000000000000,5.700000000000000,0.000000000000000,5.700000000000000
141,1,141,1,141,39,40.734011430000002,-74.002938770000000,W 4 St & 7 Ave S,5880.020000000000437,380,40.73401969N,074.00294022W,141,249,0.036384343650000,West Village,249,Manhattan,247,249,13260,0.516892911010558,0.269532428355958,0.545927601809955,0.184539969834087,0.848717948717949,0.049396681749623,0.079939668174962,0.005806938159879,0.016138763197587,0.060256410256410,0.122549019607843,0.182277526395173,0.365384615384615,243,249,21932,0.538391391573956,0.262857924493890,0.551614079883276,0.185527995622834,0.698340324639796,0.191045048331206,0.084488418748860,0.007888017508663,0.018238190771475,0.106146270289987,0.166560277220500,0.205362028086814,0.259073499908809,36,061,007300,36061007300,73,Census Tract 73,G5020,S,165299,0,+40.7341146,-074.0041065,36061007300.000000000000000,36061007300.000000000000000,New York,Manhattan,97149,99274,1.000000000000000,0.400000000000000,49.500000000000000,31.800000000000001,6.400000000000000,10.800000000000001,23.000000000000000,0.745640303000000,86.799999999999997,1.500000000000000,11.800000000000001,0.000000000000000,6.200000000000000
142,1,142,1,142,36,40.734926950000002,-73.992005090000006,University Pl & E 14 St,5905.109999999999673,382,40.73493521N,073.99200654W,142,113,0.032745350566000,Greenwich Village North,113,Manhattan,111,113,9631,0.526736579794414,0.199771570968747,0.580728896272453,0.219499532758800,0.832727650295919,0.051085037898453,0.093240577302461,0.006126051292701,0.016820683210466,0.063337140483854,0.133734814660991,0.204236320215969,0.398920153670439,108,113,23621,0.506667795605605,0.343465560306507,0.504466364675501,0.152068075017992,0.718047500105838,0.149824308877694,0.105160662122687,0.006773633631091,0.020193895262690,0.086617840057576,0.137208416239787,0.179755302485077,0.252952880911054,36,061,006100,36061006100,61,Census Tract 61,G5020,S,142317,0,+40.7337082,-073.9923241,36061006100.000000000000000,36061006100.000000000000000,New York,Manhattan,108973,84699,5.100000000000000,6.700000000000000,48.200000000000003,20.100000000000001,7.600000000000000,12.400000000000000,23.399999999999999,0.548290938000000,86.000000000000000,5.900000000000000,7.400000000000000,0.700000000000000,4.000000000000000
143,1,143,1,143,39,40.735238000000003,-74.000270999999998,Greenwich Ave & Charles St,5914.079999999999927,383,40.73524626N,074.00027245W,143,249,0.036384343650000,West Village,249,Manhattan,247,249,13260,0.516892911010558,0.269532428355958,0.545927601809955,0.184539969834087,0.848717948717949,0.049396681749623,0.079939668174962,0.005806938159879,0.016138763197587,0.060256410256410,0.122549019607843,0.182277526395173,0.365384615384615,243,249,21932,0.538391391573956,0.262857924493890,0.551614079883276,0.185527995622834,0.698340324639796,0.191045048331206,0.084488418748860,0.007888017508663,0.018238190771475,0.106146270289987,0.166560277220500,0.205362028086814,0.259073499908809,36,061,007100,36061007100,71,Census Tract 71,G5020,S,164997,0,+40.7354477,-073.9999139,36061007100.000000000000000,36061007100.000000000000000,New York,Manhattan,125028,112005,3.100000000000000,1.900000000000000,60.399999999999999,19.300000000000001,7.500000000000000,7.800000000000000,27.000000000000000,0.694031071000000,79.299999999999997,7.000000000000000,13.699999999999999,0.000000000000000,4.300000000000000
