pickup_datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado
2016-02-21 11:51:00,11.7,53.1,-1.7,28.9,40.0,11.1,6.9,,,0,Variable,16.1,10.0,1013.6,29.94,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-21 12:51:00,11.7,53.1,-2.2,28.0,38.0,9.3,5.8,,,300,WNW,16.1,10.0,1012.8,29.91,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-21 13:51:00,12.2,54.0,-1.7,28.9,38.0,11.1,6.9,,,360,North,16.1,10.0,1011.8,29.88,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-21 14:51:00,12.8,55.0,-1.7,28.9,37.0,0.0,0.0,,,0,North,16.1,10.0,1011.8,29.88,,,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-02-21 15:51:00,12.2,54.0,-1.7,28.9,38.0,0.0,0.0,,,0,North,16.1,10.0,1012.2,29.89,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-21 16:51:00,12.2,54.0,-1.1,30.0,40.0,0.0,0.0,,,0,North,16.1,10.0,1012.1,29.89,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-21 17:51:00,11.7,53.1,-1.1,30.0,41.0,0.0,0.0,,,0,North,16.1,10.0,1012.6,29.91,,,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-21 18:51:00,10.0,50.0,1.1,34.0,54.0,9.3,5.8,,,50,NE,16.1,10.0,1013.3,29.93,,,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-21 19:51:00,10.6,51.1,1.1,34.0,52.0,9.3,5.8,,,360,North,16.1,10.0,1013.6,29.94,,,,,0.0,0.0,Light Rain,rain,0,1,0,0,0,0
2016-02-21 20:51:00,9.4,48.9,2.2,36.0,61.0,9.3,5.8,,,30,NNE,14.5,9.0,1014.3,29.96,,,,,0.0,0.0,Light Rain,rain,0,1,0,0,0,0
2016-02-21 21:51:00,8.3,46.9,2.2,36.0,66.0,9.3,5.8,,,0,Variable,16.1,10.0,1014.6,29.96,,,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-21 22:51:00,7.8,46.0,1.1,34.0,63.0,13.0,8.1,,,60,ENE,16.1,10.0,1014.8,29.97,5.5,41.9,,,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0
2016-02-21 23:51:00,7.2,45.0,-0.6,30.9,58.0,16.7,10.4,29.6,18.4,50,NE,16.1,10.0,1014.5,29.96,4.3,39.7,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-22 00:51:00,6.7,44.1,-0.6,30.9,60.0,16.7,10.4,27.8,17.3,60,ENE,16.1,10.0,1014.9,29.97,3.6,38.6,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-22 01:51:00,6.1,43.0,-1.7,28.9,58.0,13.0,8.1,,,40,NE,16.1,10.0,1015.2,29.98,3.4,38.2,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-02-22 02:51:00,5.6,42.1,-3.3,26.1,53.0,11.1,6.9,,,40,NE,16.1,10.0,1015.2,29.98,3.2,37.7,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-02-22 03:51:00,4.4,39.9,-3.9,25.0,55.0,11.1,6.9,,,360,North,16.1,10.0,1015.9,30.0,1.7,35.1,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 04:51:00,4.4,39.9,-3.9,25.0,55.0,5.6,3.5,,,0,Variable,16.1,10.0,1016.9,30.03,3.2,37.8,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 05:51:00,3.9,39.0,-3.3,26.1,60.0,11.1,6.9,,,0,Variable,16.1,10.0,1017.8,30.06,1.1,34.0,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 06:51:00,3.3,37.9,-3.3,26.1,62.0,5.6,3.5,,,0,Variable,16.1,10.0,1019.0,30.09,2.0,35.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 07:51:00,4.4,39.9,-3.9,25.0,55.0,13.0,8.1,,,20,NNE,16.1,10.0,1020.1,30.13,1.4,34.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 08:51:00,5.6,42.1,-3.3,26.1,53.0,9.3,5.8,,,0,Variable,16.1,10.0,1020.5,30.14,3.6,38.4,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 09:51:00,6.1,43.0,-3.3,26.1,51.0,7.4,4.6,,,0,Variable,16.1,10.0,1020.7,30.14,4.6,40.3,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 10:51:00,6.7,44.1,-3.9,25.0,47.0,7.4,4.6,,,270,West,16.1,10.0,1020.4,30.14,5.3,41.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 11:51:00,8.3,46.9,-3.9,25.0,42.0,0.0,0.0,,,0,North,16.1,10.0,1019.8,30.12,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 12:51:00,9.4,48.9,-4.4,24.1,38.0,0.0,0.0,,,0,North,16.1,10.0,1019.4,30.11,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 13:51:00,10.6,51.1,-5.6,21.9,32.0,,,,,0,North,16.1,10.0,1018.9,30.09,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 14:51:00,10.6,51.1,-5.0,23.0,33.0,0.0,0.0,,,0,North,16.1,10.0,1019.2,30.1,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 15:51:00,11.1,52.0,-5.6,21.9,31.0,0.0,0.0,,,0,North,16.1,10.0,1019.5,30.11,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 16:51:00,10.6,51.1,-6.7,19.9,29.0,5.6,3.5,,,0,Variable,16.1,10.0,1020.3,30.13,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 17:51:00,9.4,48.9,-7.8,18.0,29.0,11.1,6.9,,,360,North,16.1,10.0,1021.3,30.16,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 18:51:00,6.7,44.1,-1.7,28.9,55.0,7.4,4.6,,,190,South,16.1,10.0,1022.4,30.19,5.3,41.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 19:51:00,6.7,44.1,-2.8,27.0,51.0,0.0,0.0,,,0,North,16.1,10.0,1023.1,30.22,,,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 20:51:00,7.2,45.0,-4.4,24.1,44.0,7.4,4.6,,,0,Variable,16.1,10.0,1023.7,30.23,5.9,42.6,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 21:51:00,5.0,41.0,-3.3,26.1,55.0,13.0,8.1,,,80,East,16.1,10.0,1024.2,30.25,2.1,35.8,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 22:51:00,5.0,41.0,-6.1,21.0,45.0,14.8,9.2,27.8,17.3,50,NE,16.1,10.0,1024.6,30.26,1.8,35.2,,,,,Clear,clear,0,0,0,0,0,0
2016-02-22 23:51:00,3.9,39.0,-10.0,14.0,36.0,20.4,12.7,31.5,19.6,60,ENE,16.1,10.0,1025.0,30.27,-0.3,31.4,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 00:51:00,3.3,37.9,-10.6,12.9,36.0,14.8,9.2,27.8,17.3,60,ENE,16.1,10.0,1025.0,30.27,-0.3,31.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 01:51:00,2.8,37.0,-11.1,12.0,36.0,22.2,13.8,31.5,19.6,60,ENE,16.1,10.0,1025.1,30.27,-2.0,28.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 02:51:00,2.2,36.0,-10.0,14.0,41.0,18.5,11.5,27.8,17.3,70,ENE,16.1,10.0,1025.1,30.27,-2.2,28.0,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 03:51:00,2.2,36.0,-5.6,21.9,57.0,18.5,11.5,,,80,East,16.1,10.0,1025.0,30.27,-2.2,28.0,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 04:51:00,2.2,36.0,-2.8,27.0,70.0,20.4,12.7,27.8,17.3,60,ENE,16.1,10.0,1025.3,30.28,-2.5,27.5,,,,,Clear,clear,0,0,0,0,0,0
2016-02-23 05:51:00,2.8,37.0,-1.7,28.9,73.0,16.7,10.4,,,70,ENE,16.1,10.0,1025.4,30.28,-1.2,29.8,,,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0
2016-02-23 06:03:00,2.8,37.0,-1.1,30.0,76.0,18.5,11.5,33.3,20.7,70,ENE,16.1,10.0,1026.3,30.31,-1.5,29.3,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-02-23 06:16:00,2.8,37.0,-0.6,30.9,79.0,13.0,8.1,29.6,18.4,60,ENE,16.1,10.0,1026.3,30.31,-0.6,31.0,,,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
2016-02-23 06:51:00,3.3,37.9,0.0,32.0,79.0,16.7,10.4,31.5,19.6,80,East,16.1,10.0,1025.8,30.3,-0.6,30.9,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 07:42:00,3.9,39.0,0.6,33.1,79.0,16.7,10.4,27.8,17.3,70,ENE,16.1,10.0,1026.6,30.32,0.2,32.3,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 07:51:00,3.9,39.0,0.6,33.1,79.0,22.2,13.8,29.6,18.4,60,ENE,16.1,10.0,1025.9,30.3,-0.6,31.0,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 08:36:00,3.9,39.0,0.0,32.0,76.0,20.4,12.7,33.3,20.7,60,ENE,16.1,10.0,1027.0,30.33,-0.3,31.4,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 08:51:00,3.9,39.0,0.0,32.0,76.0,18.5,11.5,29.6,18.4,60,ENE,16.1,10.0,1026.4,30.31,-0.1,31.8,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 09:51:00,3.9,39.0,-0.6,30.9,73.0,18.5,11.5,29.6,18.4,70,ENE,16.1,10.0,1026.4,30.31,-0.1,31.8,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 10:51:00,3.3,37.9,-1.7,28.9,70.0,22.2,13.8,40.7,25.3,60,ENE,16.1,10.0,1026.1,30.3,-1.3,29.6,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 11:51:00,2.8,37.0,-1.1,30.0,76.0,22.2,13.8,38.9,24.2,70,ENE,11.3,7.0,1025.6,30.29,-2.0,28.5,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 12:51:00,2.8,37.0,0.0,32.0,82.0,22.2,13.8,35.2,21.9,80,East,9.7,6.0,1024.3,30.25,-2.0,28.5,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 13:28:00,2.8,37.0,0.0,32.0,82.0,25.9,16.1,44.4,27.6,60,ENE,9.7,6.0,1024.6,30.26,-2.4,27.7,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 13:51:00,2.8,37.0,0.0,32.0,82.0,18.5,11.5,44.4,27.6,70,ENE,9.7,6.0,1024.1,30.25,-1.5,29.3,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 14:23:00,2.2,36.0,0.0,32.0,86.0,20.4,12.7,44.4,27.6,70,ENE,6.4,4.0,1024.6,30.26,-2.5,27.5,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 14:51:00,2.2,36.0,0.0,32.0,86.0,35.2,21.9,53.7,33.4,70,ENE,8.0,5.0,1023.8,30.24,-4.0,24.7,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 15:51:00,2.2,36.0,0.0,32.0,86.0,31.5,19.6,55.6,34.5,70,ENE,6.4,4.0,1024.2,30.25,-3.7,25.3,,,0.8,0.03,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 16:51:00,2.2,36.0,0.0,32.0,86.0,29.6,18.4,48.2,29.9,70,ENE,6.4,4.0,1024.1,30.25,-3.5,25.6,,,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 17:51:00,1.7,35.1,0.0,32.0,89.0,29.6,18.4,40.7,25.3,70,ENE,8.0,5.0,1024.0,30.24,-4.2,24.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 18:51:00,1.7,35.1,-0.6,30.9,85.0,33.3,20.7,48.2,29.9,70,ENE,8.0,5.0,1024.1,30.25,-4.5,23.8,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 19:51:00,1.7,35.1,0.0,32.0,89.0,31.5,19.6,44.4,27.6,60,ENE,8.0,5.0,1023.7,30.23,-4.4,24.1,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 20:18:00,1.7,35.1,0.0,32.0,89.0,25.9,16.1,51.9,32.2,80,East,4.0,2.5,1024.6,30.26,-3.8,25.2,,,1.0,0.04,Light Rain,rain,0,1,0,0,0,0
2016-02-23 20:31:00,1.7,35.1,0.0,32.0,89.0,24.1,15.0,44.4,27.6,70,ENE,4.8,3.0,1024.3,30.25,-3.6,25.5,,,1.5,0.06,Light Rain,rain,0,1,0,0,0,0
2016-02-23 20:51:00,1.7,35.1,0.0,32.0,89.0,24.1,15.0,50.0,31.1,70,ENE,6.4,4.0,1023.7,30.23,-3.6,25.5,,,2.0,0.08,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 21:39:00,1.7,35.1,-0.6,30.9,85.0,24.1,15.0,51.9,32.2,70,ENE,4.0,2.5,1024.3,30.25,-3.6,25.5,,,1.0,0.04,Light Rain,rain,0,1,0,0,0,0
2016-02-23 21:49:00,2.0,35.6,-1.0,30.2,81.0,20.4,12.7,48.2,29.9,70,ENE,4.8,3.0,1023.9,30.24,-2.7,27.1,,,1.0,0.04,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 21:51:00,1.7,35.1,-0.6,30.9,85.0,25.9,16.1,48.2,29.9,70,ENE,4.8,3.0,1023.2,30.22,-3.8,25.2,,,1.3,0.05,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 22:05:00,1.7,35.1,-0.6,30.9,85.0,25.9,16.1,44.4,27.6,80,East,4.0,2.5,1023.9,30.24,-3.8,25.2,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-02-23 22:15:00,1.7,35.1,0.0,32.0,89.0,18.5,11.5,40.7,25.3,70,ENE,6.4,4.0,1023.9,30.24,-2.9,26.9,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 22:51:00,1.7,35.1,0.0,32.0,89.0,22.2,13.8,46.3,28.8,70,ENE,4.0,2.5,1022.4,30.19,-3.4,25.9,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 23:13:00,1.7,35.1,0.0,32.0,89.0,27.8,17.3,57.4,35.7,70,ENE,4.8,3.0,1022.6,30.2,-4.0,24.8,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 23:24:00,1.7,35.1,0.0,32.0,89.0,25.9,16.1,46.3,28.8,60,ENE,4.0,2.5,1022.6,30.2,-3.8,25.2,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-23 23:51:00,2.2,36.0,0.0,32.0,86.0,27.8,17.3,42.6,26.5,70,ENE,4.0,2.5,1021.7,30.17,-3.4,26.0,,,1.0,0.04,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 00:40:00,2.2,36.0,0.0,32.0,86.0,22.2,13.8,46.3,28.8,70,ENE,4.8,3.0,1022.2,30.19,-2.7,27.1,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 00:51:00,2.2,36.0,0.6,33.1,89.0,22.2,13.8,37.0,23.0,70,ENE,4.8,3.0,1021.4,30.17,-2.7,27.1,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 01:51:00,2.2,36.0,0.6,33.1,89.0,22.2,13.8,33.3,20.7,70,ENE,6.4,4.0,1020.6,30.14,-2.7,27.1,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 02:38:00,2.2,36.0,0.6,33.1,89.0,25.9,16.1,35.2,21.9,70,ENE,4.0,2.5,1020.2,30.13,-3.2,26.3,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 02:51:00,2.2,36.0,0.6,33.1,89.0,25.9,16.1,35.2,21.9,80,East,4.0,2.5,1019.5,30.11,-3.2,26.3,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 03:09:00,2.8,37.0,1.1,34.0,89.0,25.9,16.1,38.9,24.2,70,ENE,3.2,2.0,1019.9,30.12,-2.4,27.7,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 03:35:00,2.8,37.0,1.1,34.0,89.0,22.2,13.8,33.3,20.7,60,ENE,4.8,3.0,1019.5,30.11,-2.0,28.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 03:51:00,2.8,37.0,1.1,34.0,89.0,18.5,11.5,33.3,20.7,90,East,4.0,2.5,1018.7,30.09,-1.5,29.3,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 04:43:00,2.8,37.0,1.1,34.0,89.0,22.2,13.8,38.9,24.2,70,ENE,4.8,3.0,1018.8,30.09,-2.0,28.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 04:51:00,2.8,37.0,1.1,34.0,89.0,22.2,13.8,29.6,18.4,60,ENE,4.8,3.0,1018.2,30.07,-2.0,28.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 05:27:00,3.3,37.9,1.7,35.1,89.0,25.9,16.1,,,80,East,4.0,2.5,1018.5,30.08,-1.7,28.9,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 05:35:00,3.3,37.9,1.7,35.1,89.0,20.4,12.7,38.9,24.2,70,ENE,6.4,4.0,1018.5,30.08,-1.1,30.0,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 05:51:00,3.3,37.9,1.7,35.1,89.0,16.7,10.4,27.8,17.3,70,ENE,4.0,2.5,1017.8,30.06,-0.6,30.9,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 06:02:00,3.3,37.9,1.7,35.1,89.0,18.5,11.5,29.6,18.4,70,ENE,2.8,1.8,1018.2,30.07,-0.9,30.5,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 06:22:00,3.3,37.9,1.7,35.1,89.0,13.0,8.1,27.8,17.3,70,ENE,4.0,2.5,1017.8,30.06,0.0,32.1,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 06:47:00,3.0,37.4,2.0,35.6,93.0,20.4,12.7,29.6,18.4,70,ENE,4.8,3.0,1017.5,30.05,-1.5,29.3,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 06:51:00,3.3,37.9,1.7,35.1,89.0,18.5,11.5,,,60,ENE,4.8,3.0,1016.9,30.03,-0.9,30.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 07:01:00,3.3,37.9,1.7,35.1,89.0,14.8,9.2,,,80,East,4.0,2.5,1017.5,30.05,-0.3,31.5,,,,,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 07:33:00,3.3,37.9,1.7,35.1,89.0,16.7,10.4,27.8,17.3,70,ENE,2.4,1.5,1017.2,30.04,-0.6,30.9,,,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 07:51:00,3.3,37.9,1.7,35.1,89.0,24.1,15.0,40.7,25.3,80,East,2.8,1.8,1016.0,30.01,-1.5,29.2,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-02-24 07:58:00,3.3,37.9,1.7,35.1,89.0,18.5,11.5,40.7,25.3,70,ENE,4.0,2.5,1016.8,30.03,-0.9,30.5,,,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 08:09:00,3.3,37.9,1.7,35.1,89.0,22.2,13.8,40.7,25.3,90,East,6.4,4.0,1016.5,30.02,-1.3,29.6,,,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 08:31:00,3.3,37.9,2.2,36.0,93.0,18.5,11.5,35.2,21.9,70,ENE,4.0,2.5,1016.5,30.02,-0.9,30.5,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-02-24 08:40:00,3.3,37.9,2.2,36.0,93.0,22.2,13.8,37.0,23.0,70,ENE,2.4,1.5,1016.1,30.01,-1.3,29.6,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-02-24 08:49:00,4.0,39.2,2.0,35.6,87.0,14.8,9.2,37.0,23.0,80,East,3.2,2.0,1016.1,30.01,0.6,33.0,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 08:51:00,3.9,39.0,2.2,36.0,89.0,16.7,10.4,35.2,21.9,70,ENE,2.8,1.8,1015.5,29.99,0.2,32.3,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 09:42:00,3.9,39.0,2.8,37.0,93.0,16.7,10.4,40.7,25.3,80,East,4.8,3.0,1014.8,29.97,0.2,32.3,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 09:51:00,4.4,39.9,2.8,37.0,89.0,18.5,11.5,33.3,20.7,70,ENE,6.4,4.0,1013.7,29.94,0.5,32.9,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 10:14:00,4.4,39.9,2.8,37.0,89.0,22.2,13.8,33.3,20.7,70,ENE,3.2,2.0,1014.4,29.96,0.1,32.1,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 10:28:00,4.4,39.9,2.8,37.0,89.0,16.7,10.4,29.6,18.4,80,East,2.4,1.5,1014.1,29.95,0.8,33.4,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 10:51:00,4.4,39.9,3.3,37.9,93.0,14.8,9.2,,,80,East,2.4,1.5,1012.5,29.9,1.1,33.9,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 11:47:00,5.0,41.0,3.0,37.4,87.0,14.8,9.2,33.3,20.7,70,ENE,4.0,2.5,1011.7,29.88,1.8,35.2,,,3.0,0.12,Light Rain,rain,0,1,0,0,0,0
2016-02-24 11:51:00,5.0,41.0,3.3,37.9,89.0,14.8,9.2,33.3,20.7,70,ENE,6.4,4.0,1010.8,29.85,1.8,35.2,,,3.3,0.13,Light Rain,rain,0,1,0,0,0,0
2016-02-24 11:56:00,5.0,41.0,3.3,37.9,89.0,16.7,10.4,27.8,17.3,70,ENE,2.8,1.8,1011.4,29.87,1.5,34.7,,,0.0,0.0,Rain,rain,0,1,0,0,0,0
2016-02-24 12:37:00,5.0,41.0,3.9,39.0,93.0,16.7,10.4,,,60,ENE,1.2,0.8,1010.4,29.84,1.5,34.7,,,5.3,0.21,Rain,rain,0,1,0,0,0,0
2016-02-24 12:42:00,5.6,42.1,3.9,39.0,89.0,9.3,5.8,25.9,16.1,70,ENE,2.0,1.2,1010.0,29.83,3.6,38.4,,,5.8,0.23,Rain,rain,0,1,0,0,0,0
2016-02-24 12:51:00,5.0,41.0,3.9,39.0,93.0,22.2,13.8,29.6,18.4,70,ENE,1.6,1.0,1009.0,29.8,0.8,33.5,,,6.6,0.26,Rain,rain,0,1,0,0,0,0
2016-02-24 13:06:00,5.6,42.1,3.9,39.0,89.0,18.5,11.5,31.5,19.6,70,ENE,2.0,1.2,1009.4,29.81,2.0,35.7,,,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
2016-02-24 13:33:00,5.6,42.1,4.4,39.9,92.0,16.7,10.4,,,60,ENE,4.8,3.0,1008.4,29.78,2.3,36.1,,,2.0,0.08,Light Rain,rain,0,1,0,0,0,0
2016-02-24 13:44:00,6.1,43.0,4.4,39.9,89.0,13.0,8.1,,,80,East,2.8,1.8,1008.4,29.78,3.4,38.2,,,2.5,0.1,Rain,rain,0,1,0,0,0,0
2016-02-24 13:51:00,6.1,43.0,4.4,39.9,89.0,5.6,3.5,,,0,Variable,2.4,1.5,1007.5,29.75,5.2,41.3,,,3.3,0.13,Rain,rain,0,1,0,0,0,0
2016-02-24 14:02:00,6.1,43.0,5.0,41.0,93.0,0.0,0.0,,,0,North,4.0,2.5,1008.0,29.77,,,,,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
2016-02-24 14:12:00,6.7,44.1,5.0,41.0,89.0,7.4,4.6,,,0,Variable,6.4,4.0,1007.7,29.76,5.3,41.5,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 14:51:00,7.2,45.0,5.6,42.1,90.0,9.3,5.8,,,80,East,3.2,2.0,1006.0,29.71,5.5,41.8,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 14:59:00,7.2,45.0,6.1,43.0,93.0,9.3,5.8,,,80,East,2.0,1.2,1006.7,29.73,5.5,41.8,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 15:09:00,7.8,46.0,6.1,43.0,89.0,11.1,6.9,,,100,East,4.8,3.0,1006.3,29.72,5.8,42.5,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 15:20:00,8.3,46.9,6.7,44.1,90.0,9.3,5.8,,,120,ESE,4.0,2.5,1005.6,29.7,,,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 15:51:00,12.2,54.0,11.1,52.0,93.0,13.0,8.1,27.8,17.3,170,South,4.8,3.0,1004.6,29.67,,,,,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 16:17:00,12.8,55.0,11.7,53.1,93.0,9.3,5.8,35.2,21.9,0,Variable,2.8,1.8,1004.6,29.67,,,,,0.0,0.0,Light Rain,rain,0,1,0,0,0,0
2016-02-24 16:27:00,12.8,55.0,11.7,53.1,93.0,13.0,8.1,27.8,17.3,180,South,4.8,3.0,1004.3,29.66,,,,,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
2016-02-24 16:51:00,12.8,55.0,11.7,53.1,93.0,16.7,10.4,35.2,21.9,180,South,2.8,1.8,1003.0,29.62,,,,,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
2016-02-24 17:09:00,12.2,54.0,11.1,52.0,93.0,16.7,10.4,37.0,23.0,180,South,3.2,2.0,1003.3,29.63,,,,,1.0,0.04,Light Rain,rain,0,1,0,0,0,0
2016-02-24 17:31:00,12.2,54.0,11.1,52.0,93.0,20.4,12.7,51.9,32.2,170,South,9.7,6.0,1003.3,29.63,,,,,2.5,0.1,Light Rain,rain,0,1,0,0,0,0
2016-02-24 17:40:00,12.8,55.0,11.7,53.1,93.0,13.0,8.1,38.9,24.2,180,South,9.7,6.0,1003.3,29.63,,,,,2.5,0.1,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 17:51:00,12.8,55.0,11.7,53.1,93.0,18.5,11.5,38.9,24.2,170,South,6.4,4.0,1002.0,29.59,,,,,2.5,0.1,Overcast,cloudy,0,0,0,0,0,0
2016-02-24 18:49:00,13.0,55.4,12.0,53.6,94.0,25.9,16.1,46.3,28.8,190,South,4.0,2.5,1001.9,29.59,,,,,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
