capacity,external_id,has_kiosk,lat,lon,name,region_id,rental_methods,rental_url,short_name,station_id,eightd_has_key_dispenser,bikes_availability,description,docks_availability,id_num,services_name,schedule_description,service_type
27,66db9cc4-0aca-11e7-82f6-3863bb44ef7c,True,40.71269042,-73.98776323,Madison St & Clinton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=340,5190.07,340,False,,,,,,,
19,66db9e99-0aca-11e7-82f6-3863bb44ef7c,True,40.71782143,-73.97628939,Stanton St & Mangin St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=341,5326.06,341,False,,,,,,,
29,66dba0ba-0aca-11e7-82f6-3863bb44ef7c,True,40.71739973,-73.98016555,Columbia St & Rivington St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=342,5365.02,342,False,,,,,,,
23,66dba303-0aca-11e7-82f6-3863bb44ef7c,True,40.69794,-73.96986848,Clinton Ave & Flushing Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=343,4762.04,343,False,,,,,,,
23,66dbb869-0aca-11e7-82f6-3863bb44ef7c,True,40.6851443,-73.95380904,Monroe St & Bedford Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=344,4368.05,344,False,,,,,,,
35,66dbba66-0aca-11e7-82f6-3863bb44ef7c,False,40.73649403,-73.99704374,W 13 St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=345,5989.01,345,False,,,,,,,
27,66dbbc4a-0aca-11e7-82f6-3863bb44ef7c,True,40.73652889,-74.00618026,Bank St & Hudson St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=346,5922.08,346,False,,,,,,,
35,66dbbeda-0aca-11e7-82f6-3863bb44ef7c,True,40.728846,-74.008591,Greenwich St & W Houston St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=347,5730.08,347,False,,,,,,,
23,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,True,40.71850211,-73.98329859,Rivington St & Ridge St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=349,5406.02,349,False,,,,,,,
28,66dbc420-0aca-11e7-82f6-3863bb44ef7c,True,40.71559509,-73.9870295,Clinton St & Grand St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=350,5303.06,350,False,,,,,,,
39,66dbc4c2-0aca-11e7-82f6-3863bb44ef7c,True,40.70530954,-74.00612572,Front St & Maiden Ln,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=351,5024.08,351,False,,,,,,,
27,66dbc60f-0aca-11e7-82f6-3863bb44ef7c,True,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=353,4354.05,353,False,,,,,,,
23,66dbc6ae-0aca-11e7-82f6-3863bb44ef7c,True,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=354,4683.02,354,False,,,,,,,
43,66dbc745-0aca-11e7-82f6-3863bb44ef7c,True,40.71602118,-73.99974372,Bayard St & Baxter St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=355,5351.03,355,False,,,,,,,
23,66dbc7d2-0aca-11e7-82f6-3863bb44ef7c,True,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=356,5335.03,356,False,,,,,,,
27,66dbc860-0aca-11e7-82f6-3863bb44ef7c,True,40.73261787,-73.99158043,E 11 St & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=357,5829.12,357,False,,,,,,,
36,66dbc8f5-0aca-11e7-82f6-3863bb44ef7c,True,40.73291553,-74.00711384,Christopher St & Greenwich St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=358,5847.01,358,False,,,,,,,
53,66dbc982-0aca-11e7-82f6-3863bb44ef7c,True,40.75510267,-73.97498696,E 47 St & Park Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=359,6584.12,359,False,,,,,,,
39,66dbca0f-0aca-11e7-82f6-3863bb44ef7c,True,40.70717936,-74.00887308,William St & Pine St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=360,5065.12,360,False,,,,,,,
43,66dbca9c-0aca-11e7-82f6-3863bb44ef7c,True,40.71605866,-73.99190759,Allen St & Hester St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=361,5342.10,361,False,,,,,,,
57,66dbcb2f-0aca-11e7-82f6-3863bb44ef7c,True,40.75172632,-73.98753523,Broadway & W 37 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=362,6441.02,362,False,,,,,,,
49,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,True,40.70834698,-74.01713445,West Thames St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=363,5114.06,363,False,,,,,,,
27,66dbcc49-0aca-11e7-82f6-3863bb44ef7c,True,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=364,4452.01,364,False,,,,,,,
31,66dbccd7-0aca-11e7-82f6-3863bb44ef7c,True,40.68223166,-73.9614583,Fulton St & Grand Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=365,4263.10,365,False,,,,,,,
33,66dbcd6c-0aca-11e7-82f6-3863bb44ef7c,True,40.693261,-73.968896,Clinton Ave & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=366,4651.02,366,False,,,,,,,
39,66dbce8a-0aca-11e7-82f6-3863bb44ef7c,True,40.73038599,-74.00214988,Carmine St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=368,5763.03,368,False,,,,,,,
35,66dbcf18-0aca-11e7-82f6-3863bb44ef7c,True,40.73224119,-74.00026394,Washington Pl & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=369,5838.09,369,False,,,,,,,
27,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,True,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=372,4715.01,372,False,,,,,,,
19,66dbe250-0aca-11e7-82f6-3863bb44ef7c,True,40.69331716,-73.95381995,Willoughby Ave & Walworth St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=373,4634.02,373,False,,,,,,,
43,66dbe3a2-0aca-11e7-82f6-3863bb44ef7c,True,40.70862144,-74.00722156,John St & William St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=376,5065.04,376,False,,,,,,,
45,66dbe441-0aca-11e7-82f6-3863bb44ef7c,True,40.72243797,-74.00566443,6 Ave & Canal St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=377,5500.07,377,False,,,,,,,
42,66dbe4db-0aca-11e7-82f6-3863bb44ef7c,True,40.749156,-73.9916,W 31 St & 7 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=379,6331.01,379,False,,,,,,,
39,66dbe571-0aca-11e7-82f6-3863bb44ef7c,True,40.73401143,-74.00293877,W 4 St & 7 Ave S,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=380,5880.02,380,False,,,,,,,
36,66dbe601-0aca-11e7-82f6-3863bb44ef7c,True,40.73492695,-73.99200509,University Pl & E 14 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=382,5905.11,382,False,,,,,,,
39,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,True,40.735238,-74.000271,Greenwich Ave & Charles St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=383,5914.08,383,False,,,,,,,
43,66dbe848-0aca-11e7-82f6-3863bb44ef7c,True,40.71494807,-74.00234482,Centre St & Worth St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=386,5279.03,386,False,,,,,,,
39,66dbe8d6-0aca-11e7-82f6-3863bb44ef7c,True,40.71273266,-74.0046073,Centre St & Chambers St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=387,5207.01,387,False,,,,,,,
35,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,True,40.749717753,-74.002950346,W 26 St & 10 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=388,6382.05,388,False,,,,,,,
27,66dbe9fc-0aca-11e7-82f6-3863bb44ef7c,True,40.71044554,-73.96525063,Broadway & Berry St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=389,5164.04,389,False,,,,,,,
31,66dbea8d-0aca-11e7-82f6-3863bb44ef7c,True,40.69221589,-73.9842844,Duffield St & Willoughby St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=390,4596.05,390,False,,,,,,,
31,66dbeb1b-0aca-11e7-82f6-3863bb44ef7c,True,40.69760127,-73.99344559,Clark St & Henry St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=391,4789.03,391,False,,,,,,,
35,66dbebad-0aca-11e7-82f6-3863bb44ef7c,True,40.695065,-73.987167,Jay St & Tech Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=392,4710.06,392,False,,,,,,,
31,66dbec40-0aca-11e7-82f6-3863bb44ef7c,True,40.72299208,-73.97995466,E 5 St & Avenue C,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=393,5545.04,393,False,,,,,,,
32,66dbecd0-0aca-11e7-82f6-3863bb44ef7c,True,40.72521311,-73.97768752,E 9 St & Avenue C,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=394,5616.01,394,False,,,,,,,
25,66dbeded-0aca-11e7-82f6-3863bb44ef7c,True,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=396,4222.02,396,False,,,,,,,
27,66dbee85-0aca-11e7-82f6-3863bb44ef7c,True,40.68415748,-73.96922273,Fulton St & Clermont Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=397,4386.05,397,False,,,,,,,
31,66dbef15-0aca-11e7-82f6-3863bb44ef7c,True,40.69165183,-73.9999786,Atlantic Ave & Furman St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=398,4614.04,398,False,,,,,,,
27,66dbef85-0aca-11e7-82f6-3863bb44ef7c,True,40.68851534,-73.9647628,Lafayette Ave & St James Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=399,4494.04,399,False,,,,,,,
15,66dbefee-0aca-11e7-82f6-3863bb44ef7c,True,40.71926081,-73.98178024,Pitt St & Stanton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=400,5406.04,400,False,,,,,,,
42,66dbf062-0aca-11e7-82f6-3863bb44ef7c,True,40.72019576,-73.98997825,Allen St & Rivington St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=401,5414.06,401,False,,,,,,,
39,66dbf0d0-0aca-11e7-82f6-3863bb44ef7c,True,40.7403432,-73.98955109,Broadway & E 22 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=402,6098.07,402,False,,,,,,,
31,66dbf140-0aca-11e7-82f6-3863bb44ef7c,True,40.72502876,-73.99069656,E 2 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=403,5593.02,403,False,,,,,,,
40,66dbf215-0aca-11e7-82f6-3863bb44ef7c,True,40.739323,-74.008119,Washington St & Gansevoort St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=405,6039.06,405,True,,,,,,,
34,66dbf288-0aca-11e7-82f6-3863bb44ef7c,True,40.69512845,-73.99595065,Hicks St & Montague St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=406,4645.09,406,False,,,,,,,
37,66dbf2f8-0aca-11e7-82f6-3863bb44ef7c,True,40.700469,-73.991454,Henry St & Poplar St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=407,4861.04,407,False,,,,,,,
23,66dbf362-0aca-11e7-82f6-3863bb44ef7c,True,40.71076228,-73.99400398,Market St & Cherry St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=408,5198.04,408,False,,,,,,,
19,66dbf3cf-0aca-11e7-82f6-3863bb44ef7c,True,40.6906495,-73.95643107,DeKalb Ave & Skillman St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=409,4528.05,409,False,,,,,,,
35,66dbf442-0aca-11e7-82f6-3863bb44ef7c,True,40.72066442,-73.98517977,Suffolk St & Stanton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=410,5445.02,410,False,,,,,,,
23,66dbf4ac-0aca-11e7-82f6-3863bb44ef7c,True,40.72228087,-73.97668709,E 6 St & Avenue D,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=411,5506.14,411,False,,,,,,,
29,66dbf518-0aca-11e7-82f6-3863bb44ef7c,True,40.7158155,-73.99422366,Forsyth St & Canal St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=412,5270.07,412,False,,,,,,,
24,66dbf5f6-0aca-11e7-82f6-3863bb44ef7c,True,40.70281858,-73.98765762,Pearl St & Anchorage Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=414,4936.12,414,False,,,,,,,
42,66dbf667-0aca-11e7-82f6-3863bb44ef7c,True,40.7047177,-74.00926027,Pearl St & Hanover Square,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=415,4993.02,415,False,,,,,,,
31,66dbf6d2-0aca-11e7-82f6-3863bb44ef7c,True,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=416,4428.02,416,False,,,,,,,
23,66dbf73d-0aca-11e7-82f6-3863bb44ef7c,True,40.71291224,-74.01020234,Barclay St & Church St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=417,5216.04,417,False,,,,,,,
23,66dc0bbd-0aca-11e7-82f6-3863bb44ef7c,True,40.70224,-73.982578,Front St & Gold St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=418,4927.04,418,False,,,,,,,
23,66dc0c53-0aca-11e7-82f6-3863bb44ef7c,True,40.69580705,-73.97355569,Carlton Ave & Park Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=419,4732.04,419,False,,,,,,,
23,66dc0cc7-0aca-11e7-82f6-3863bb44ef7c,True,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=420,4461.01,420,False,,,,,,,
19,66dc0d3a-0aca-11e7-82f6-3863bb44ef7c,True,40.69573398,-73.97129668,Clermont Ave & Park Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=421,4692.01,421,False,,,,,,,
55,66dc0dab-0aca-11e7-82f6-3863bb44ef7c,True,40.770513,-73.988038,W 59 St & 10 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=422,7023.04,422,False,,,,,,,
27,66dc0e24-0aca-11e7-82f6-3863bb44ef7c,True,40.76584941,-73.98690506,W 54 St & 9 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=423,6920.03,423,False,,,,,,,
29,66dc0e99-0aca-11e7-82f6-3863bb44ef7c,True,40.71754834,-74.01322069,West St & Chambers St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=426,5329.03,426,True,,,,,,,
47,66dc0f1b-0aca-11e7-82f6-3863bb44ef7c,True,40.701907,-74.013942,Bus Slip & State St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=427,4889.06,427,False,,,,,,,
31,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,True,40.72621788,-73.98379855,E 7 St & Avenue A,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=432,5626.07,432,False,,,,,,,
47,66dc120f-0aca-11e7-82f6-3863bb44ef7c,True,40.74173969,-73.99415556,W 21 St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=435,6140.05,435,False,,,,,,,
27,66dc1545-0aca-11e7-82f6-3863bb44ef7c,True,40.68216564,-73.95399026,Hancock St & Bedford Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=436,4255.05,436,False,,,,,,,
24,66dc1687-0aca-11e7-82f6-3863bb44ef7c,True,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=437,4214.03,437,False,,,,,,,
23,66dc1702-0aca-11e7-82f6-3863bb44ef7c,True,40.72779126,-73.98564945,St Marks Pl & 1 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=438,5626.13,438,False,,,,,,,
39,66dc176f-0aca-11e7-82f6-3863bb44ef7c,True,40.7262807,-73.98978041,E 4 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=439,5593.04,439,False,,,,,,,
32,66dc17df-0aca-11e7-82f6-3863bb44ef7c,True,40.75255434,-73.97282625,E 45 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=440,6464.08,440,False,,,,,,,
35,66dc1855-0aca-11e7-82f6-3863bb44ef7c,True,40.756014,-73.967416,E 52 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=441,6575.06,441,False,,,,,,,
51,66dc18c2-0aca-11e7-82f6-3863bb44ef7c,True,40.746647,-73.993915,W 27 St & 7 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=442,6247.06,442,False,,,,,,,
23,66dc192f-0aca-11e7-82f6-3863bb44ef7c,True,40.70853074,-73.96408963,Bedford Ave & S 9 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=443,5093.01,443,False,,,,,,,
39,66dc1c5c-0aca-11e7-82f6-3863bb44ef7c,True,40.74487634,-73.99529885,W 24 St & 7 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=446,6257.03,446,False,,,,,,,
23,66dc1d0c-0aca-11e7-82f6-3863bb44ef7c,True,40.76370739,-73.9851615,8 Ave & W 52 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=447,6816.07,447,False,,,,,,,
31,66dc1d80-0aca-11e7-82f6-3863bb44ef7c,True,40.75660359,-73.9979009,W 37 St & 10 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=448,6611.02,448,False,,,,,,,
59,66dc1e55-0aca-11e7-82f6-3863bb44ef7c,True,40.76227205,-73.98788205,W 49 St & 8 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=450,6747.06,450,False,,,,,,,
39,66dc209c-0aca-11e7-82f6-3863bb44ef7c,True,40.74475148,-73.99915362,W 22 St & 8 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=453,6224.03,453,False,,,,,,,
35,66dc210e-0aca-11e7-82f6-3863bb44ef7c,True,40.75455731,-73.96592976,E 51 St & 1 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=454,6532.06,454,False,,,,,,,
39,66dc2172-0aca-11e7-82f6-3863bb44ef7c,True,40.75001986,-73.96905301,1 Ave & E 44 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=455,6379.03,455,False,,,,,,,
35,66dc21d4-0aca-11e7-82f6-3863bb44ef7c,True,40.7597108,-73.97402311,E 53 St & Madison Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=456,6659.03,456,False,,,,,,,
39,66dc2238-0aca-11e7-82f6-3863bb44ef7c,True,40.76695317,-73.98169333,Broadway & W 58 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=457,6948.10,457,False,,,,,,,
31,66dc22a7-0aca-11e7-82f6-3863bb44ef7c,True,40.751396,-74.005226,11 Ave & W 27 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=458,6425.04,458,False,,,,,,,
49,66dc24b8-0aca-11e7-82f6-3863bb44ef7c,True,40.746745,-74.007756,W 20 St & 11 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=459,6306.07,459,True,,,,,,,
23,66dc252e-0aca-11e7-82f6-3863bb44ef7c,True,40.71285887,-73.96590294,S 4 St & Wythe Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=460,5204.05,460,False,,,,,,,
39,66dc259a-0aca-11e7-82f6-3863bb44ef7c,True,40.73587678,-73.98205027,E 20 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=461,5971.08,461,False,,,,,,,
47,66dc2606-0aca-11e7-82f6-3863bb44ef7c,True,40.74691959,-74.00451887,W 22 St & 10 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=462,6306.06,462,False,,,,,,,
39,66dc292c-0aca-11e7-82f6-3863bb44ef7c,True,40.75513557,-73.98658032,Broadway & W 41 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=465,6560.01,465,False,,,,,,,
35,66dc2995-0aca-11e7-82f6-3863bb44ef7c,True,40.74395411,-73.99144871,W 25 St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=466,6215.04,466,False,,,,,,,
34,66dc29f8-0aca-11e7-82f6-3863bb44ef7c,True,40.68312489,-73.97895137,Dean St & 4 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=467,4322.02,467,False,,,,,,,
49,66dc2bc5-0aca-11e7-82f6-3863bb44ef7c,True,40.7652654,-73.98192338,Broadway & W 56 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=468,6847.02,468,False,,,,,,,
57,66dc2c78-0aca-11e7-82f6-3863bb44ef7c,True,40.76344058,-73.98268129,Broadway & W 53 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=469,6779.05,469,False,,,,,,,
38,66dc36c3-0aca-11e7-82f6-3863bb44ef7c,True,40.74345335,-74.00004031,W 20 St & 8 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=470,6224.05,470,False,,,,,,,
31,66dc3782-0aca-11e7-82f6-3863bb44ef7c,True,40.71286844,-73.95698119,Grand St & Havemeyer St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=471,5267.08,471,False,,,,,,,
41,66dc3a1a-0aca-11e7-82f6-3863bb44ef7c,True,40.7457121,-73.98194829,E 32 St & Park Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=472,6280.12,472,False,,,,,,,
38,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,True,40.72110063,-73.9919254,Rivington St & Chrystie St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=473,5453.01,473,False,,,,,,,
0,66dc3b97-0aca-11e7-82f6-3863bb44ef7c,True,40.7451677,-73.98683077,5 Ave & E 29 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=474,6248.06,474,False,,,,,,,
47,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,True,40.74394314,-73.97966069,E 31 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=476,6239.08,476,False,,,,,,,
59,66dc3f08-0aca-11e7-82f6-3863bb44ef7c,True,40.75640548,-73.9900262,W 41 St & 8 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=477,6602.03,477,False,,,,,,,
31,66dc41bb-0aca-11e7-82f6-3863bb44ef7c,True,40.76030096,-73.99884222,11 Ave & W 41 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=478,6726.01,478,False,,,,,,,
31,66dc42a0-0aca-11e7-82f6-3863bb44ef7c,True,40.76019252,-73.9912551,9 Ave & W 45 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=479,6717.06,479,False,,,,,,,
